# Long data file split by latools on 2021:06:22 22:20:39
# 
# 
# 
# Sample: NIST679
# Analysis Time: 2021-06-10 01:21:49
Time,Na23,Mg24,Al27,Si29,K39,Ca44,Ti47,V51,Cr52,Mn55,Fe57,Co59,Ni60,Cu63,Zn66,As75,Rb85,Sr88,Y89,Zr90,Nb93,Ba137,La139,Ce140,Nd146,Sm147,Gd157,Dy163,Er166,Yb172,Hf178,Pb208,Th232,U238
0.0,192572.020524892,0.0,9903.92195309342,216865.039338309,152018.801637095,201409.66605108,500.010000200004,400.006400102402,7202.07419736884,6201.53798141939,950.036101371852,0.0,300.003600043201,300.003600043201,400.006400102402,200.0016000128,400.006400102402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0001000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5070099999999798,195110.939112487,0.0,5801.34591225164,196126.649842373,168427.114248551,187597.224125285,150.0009000054,700.019600548815,8302.75651516303,5001.00020004001,800.025600819226,0.0,200.0016000128,200.0016000128,100.0004000016,600.014400345608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.006400102402,0.0,0.0
1.0140099999999848,198869.477919743,0.0,5401.16665199683,213406.270674993,174712.504783195,189627.515939996,100.0004000016,800.025600819226,5701.29989637637,5701.29989637637,1200.05760276493,200.0016000128,400.006400102402,600.014400345608,100.0004000016,100.0004000016,100.0004000016,0.0,100.0004000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0004000016,0.0,100.0004000016
1.5210099999999898,195821.928024607,100.0004000016,3000.36004320518,203238.918639912,168123.062054524,185465.769929763,100.0004000016,500.010000200004,6901.90492575951,4700.88376614804,950.036101371852,200.0016000128,200.0016000128,400.006400102402,200.0016000128,0.0,300.003600043201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0016000128,0.0,0.0
2.0280099999999948,195923.501144903,200.0016000128,4500.81014582625,200799.974194381,177146.402085071,199987.097606606,250.002500025,400.006400102402,8102.62525058119,6901.90492575951,1000.04000160006,0.0,0.0,200.0016000128,400.006400102402,200.0016000128,250.002500025,0.0,0.0,50.0001000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5350199999999745,200088.704312239,0.0,4100.67251029169,207609.874929923,172076.313680319,185668.750025186,150.0009000054,200.0016000128,7902.49718911176,5701.29989637637,1350.07290393681,200.0016000128,0.0,400.006400102402,600.014400345608,0.0,250.002500025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0420199999999795,192267.384679877,0.0,4400.77453631839,204052.005032745,170048.850030808,193892.194327545,150.0009000054,800.025600819226,6701.7960813498,5801.34591225164,600.014400345608,0.0,400.006400102402,300.003600043201,400.006400102402,300.003600043201,300.003600043201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0004000016,0.0,0.0
3.549030000000016,198056.725865301,100.0004000016,5901.39272868397,211677.24212488,174306.900982402,188510.814939004,150.0009000054,300.003600043201,6501.69043951427,5301.12383825371,500.010000200004,0.0,300.003600043201,400.006400102402,400.006400102402,200.0016000128,150.0009000054,0.0,0.0,0.0,0.0,200.0016000128,0.0,0.0,0.0,50.0001000002,0.0,0.0,0.0,0.0,0.0,100.0004000016,0.0,0.0
4.056029999999964,196837.696081791,200.0016000128,4600.84655576626,206186.606440685,175016.7162111,193079.763305977,200.0016000128,900.032401166442,6301.58800017604,4600.84655576626,1300.06760351538,200.0016000128,100.0004000016,200.0016000128,500.010000200004,300.003600043201,250.002500025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0016000128,0.0,0.0
4.562990000000013,197142.442469884,100.0004000016,4700.88376614804,211067.053370821,171772.173310672,189627.515939996,150.0009000054,900.032401166442,7302.132222609,6101.48876325823,1050.04410185228,200.0016000128,100.0004000016,300.003600043201,100.0004000016,300.003600043201,200.0016000128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.069880000000012,191251.985070656,200.0016000128,4000.64010241639,210355.20382068,171366.664250215,195314.07470713,100.0004000016,800.025600819226,7001.96054895371,6101.48876325823,800.025600819226,100.0004000016,400.006400102402,0.0,100.0004000016,100.0004000016,300.003600043201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0009000054,100.0004000016,0.0,0.0
5.576999999999998,189627.515939996,100.0004000016,2900.33643902693,208728.270076231,169947.485421566,194095.310270323,50.0001000002,600.014400345608,6501.69043951427,5501.21026625858,600.014400345608,0.0,300.003600043201,200.0016000128,800.025600819226,400.006400102402,200.0016000128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0001000002,0.0,0.0,0.0,0.0,0.0,200.0016000128,0.0,0.0
6.084000000000003,197345.610823973,0.0,3300.43565750679,215135.536396535,169846.121628751,196837.696081791,250.002500025,500.010000200004,6201.53798141939,5701.29989637637,1250.06250312516,0.0,0.0,200.0016000128,300.003600043201,0.0,300.003600043201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0001000002,0.0,0.0,0.0,0.0,0.0,300.003600043201,0.0,0.0
6.590980000000002,203645.455278651,100.0004000016,3500.49006860961,203950.366364623,163259.225857363,186785.199036051,350.004900068601,300.003600043201,6201.53798141939,4900.9605882753,1100.04840212969,0.0,300.003600043201,500.010000200004,300.003600043201,0.0,250.002500025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0004000016,0.0,0.0
7.0979600000000005,195212.506500365,100.0004000016,6801.85010322808,210151.825618355,173495.732589003,192876.663737575,300.003600043201,500.010000200004,7602.31110257518,6101.48876325823,850.028900982633,0.0,300.003600043201,200.0016000128,200.0016000128,200.0016000128,350.004900068601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0004000016,0.0,0.0
7.6049600000000055,198361.501741711,200.0016000128,4500.81014582625,203340.551570067,161233.182231741,190744.315960453,350.004900068601,700.019600548815,7502.25067520256,5601.25468104855,900.032401166442,100.0004000016,400.006400102402,100.0004000016,400.006400102402,200.0016000128,200.0016000128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.11212999999998,196837.696081791,100.0004000016,4100.67251029169,212389.166337225,170048.850030808,195821.928024607,100.0004000016,800.025600819226,5301.12383825371,5301.12383825371,1200.05760276493,100.0004000016,200.0016000128,300.003600043201,200.0016000128,100.0004000016,200.0016000128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0001000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.619079999999997,197548.782454443,0.0,3700.5476810568,199783.886653388,165893.570416184,195009.372543487,350.004900068601,800.025600819226,5201.0818250196,6201.53798141939,700.019600548815,0.0,400.006400102402,100.0004000016,300.003600043201,300.003600043201,200.0016000128,0.0,0.0,0.0,0.0,0.0,0.0,50.0001000002,0.0,0.0,0.0,50.0001000002,0.0,0.0,0.0,200.0016000128,0.0,0.0
9.125909999999976,189729.039122672,100.0004000016,3800.57768780855,213304.556548399,177450.672338643,194399.99032535,200.0016000128,500.010000200004,5501.21026625858,6101.48876325823,1050.04410185228,0.0,400.006400102402,500.010000200004,100.0004000016,200.0016000128,350.004900068601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0001000002,0.0,0.0,0.0,0.0,0.0,0.0
9.632650000000012,197650.369498345,100.0004000016,4000.64010241639,203543.819889427,170657.054831759,192267.384679877,100.0004000016,700.019600548815,5901.39272868397,4400.77453631839,1250.06250312516,100.0004000016,300.003600043201,700.019600548815,0.0,0.0,400.006400102402,0.0,0.0,50.0001000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0016000128,0.0,0.0
10.13961999999998,200901.587455193,0.0,3900.60849492521,199885.491720326,164576.329192922,182725.858831683,250.002500025,300.003600043201,5501.21026625858,3700.5476810568,1650.10890718787,0.0,200.0016000128,300.003600043201,500.010000200004,100.0004000016,200.0016000128,0.0,0.0,0.0,0.0,0.0,100.0004000016,0.0,0.0,0.0,0.0,0.0,50.0001000002,0.0,0.0,400.006400102402,500.010000200004,100.0004000016
10.646479999999997,211880.644940076,99796.7920451716,1609351.11986576,255280.3740206,1443886.9101202,191455.058444176,18113.1138944596,18313.4054127621,13507.2939387269,102921.980118486,149893.364452135,1500.09000540032,1400.07840439065,2100.17641481884,1900.14441097523,200.0016000128,21318.1630749398,12406.1534521122,4000.64010241639,6151.51327226498,3300.43565750679,15809.9919148902,11405.2007715518,19865.7734240987,1950.15211186473,400.006400102402,400.006400102402,350.004900068601,350.004900068601,400.006400102402,250.002500025,9103.31360615264,5501.21026625858,800.025600819226
11.153430000000014,420661.099880828,3782505.99500029,15260012.2652819,1011468.35133299,10585062.6700028,213406.270674993,180747.404872172,89922.281456741,58536.7418289123,1153400.44448759,643282.529032797,8002.56081946223,9603.68781612139,11205.0198488923,7802.43435952017,600.014400345608,164069.734670049,63058.6555774328,15709.8657957197,28983.5629659145,11505.2924345199,76030.5245504369,91231.7185285699,85441.0120871689,9153.35012614617,1100.04840212969,1150.05290243351,1500.09000540032,1000.04000160006,550.012100266206,1450.08410487808,26227.4864057532,14808.7667899396,3600.51847466035
11.660439999999994,2432285.20058367,3847687.06476328,54402264.0469052,2412168.12469381,30712803.0858168,247220.785935884,733694.258039799,191556.596358712,123507.161204481,2997545.92776825,2144366.71288779,43074.0874303803,12205.9565067753,25526.0365572884,22219.7311212357,2400.23042212052,363973.012732714,128052.555824482,35751.0525029742,62103.8934479641,29635.0879441258,141597.47699041,82269.8450919014,189881.3254311,15309.3693340324,2150.18491590277,2900.33643902693,2650.28092977856,2650.28092977856,2050.16811378533,1550.09610595857,45181.5074394207,24223.4482979524,10104.0820491479
