# Long data file split by latools on 2021:06:22 22:02:50
# 
# 
# 
# Sample: PNG18-01
# Analysis Time: 2021-06-10 06:55:13
Time,Na23,Mg24,Al27,Si29,K39,Ca44,Ti47,V51,Cr52,Mn55,Fe57,Co59,Ni60,Cu63,Zn66,As75,Rb85,Sr88,Y89,Zr90,Nb93,Ba137,La139,Ce140,Nd146,Sm147,Gd157,Dy163,Er166,Yb172,Hf178,Pb208,Th232,U238
0.0,289605.109945136,200.0016000128,15379.8422592877,135935.137222097,199174.273457407,83276.4779066501,200.0016000128,100.0004000016,7502.25067520256,7902.49718911176,1050.04410185228,100.0004000016,300.003600043201,200.0016000128,200.0016000128,0.0,100.0004000016,0.0,0.0,0.0,0.0,0.0,0.0,50.0001000002,0.0,0.0,0.0,50.0001000002,0.0,0.0,0.0,0.0,0.0,0.0
0.507060000000024,136541.694484439,0.0,1500.09000540032,134924.273500149,208219.8963438,87404.517338407,250.002500025,300.003600043201,6101.48876325823,6001.44034568296,1300.06760351538,0.0,800.025600819226,100.0004000016,100.0004000016,100.0004000016,100.0004000016,0.0,0.0,0.0,1700.11560786133,0.0,100.0004000016,0.0,0.0,0.0,50.0001000002,0.0,0.0,150.0009000054,0.0,100.0004000016,0.0,0.0
1.0140599999999722,146756.470763375,300.003600043201,1800.12960933187,134722.110512346,201003.201535447,145845.906256286,250.002500025,100.0004000016,8002.56081946223,4900.9605882753,1350.07290393681,0.0,700.019600548815,300.003600043201,500.010000200004,100.0004000016,100.0004000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0001000002,0.0,0.0,0.0,0.0,0.0,0.0
1.5210700000000088,150500.595563854,100.0004000016,1200.05760276493,128557.701199336,195415.643732792,84887.2584827055,50.0001000002,0.0,5101.04061228491,5001.00020004001,1700.11560786133,0.0,500.010000200004,300.003600043201,400.006400102402,200.0016000128,150.0009000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0001000002,0.0,50.0001000002,0.0,0.0,0.0,50.0001000002,300.003600043201,0.0,0.0
2.0280800000000454,136036.228066295,200.0016000128,2100.17641481884,139777.161015245,206593.238180124,88008.734641121,50.0001000002,300.003600043201,8102.62525058119,5401.16665199683,1450.08410487808,0.0,300.003600043201,100.0004000016,400.006400102402,100.0004000016,150.0009000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0004000016,0.0,0.0
2.5350799999999936,150095.771564698,0.0,900.032401166442,135530.781976417,194196.869469874,87203.1180383011,0.0,300.003600043201,6601.74286011507,5601.25468104855,1700.11560786133,0.0,100.0004000016,300.003600043201,100.0004000016,0.0,50.0001000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0004000016,100.0004000016,0.0
3.0420199999999795,148071.847035344,100.0004000016,1300.06760351538,136743.886743887,242530.230454204,87001.7219717982,50.0001000002,0.0,8102.62525058119,4900.9605882753,1600.10240655402,0.0,300.003600043201,0.0,100.0004000016,100.0004000016,200.0016000128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.003600043201,0.0,0.0
3.548840000000041,138260.432378079,400.006400102402,1800.12960933187,136642.790207568,206593.238180124,82672.4885221691,150.0009000054,600.014400345608,7902.49718911176,4900.9605882753,1700.11560786133,0.0,300.003600043201,0.0,300.003600043201,100.0004000016,100.0004000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.055619999999976,142002.027451043,0.0,1800.12960933187,136642.790207568,215237.265296572,85491.3545362596,50.0001000002,300.003600043201,7702.37233067785,5801.34591225164,1750.1225085756,100.0004000016,300.003600043201,0.0,100.0004000016,100.0004000016,150.0009000054,0.0,100.0004000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0001000002,0.0,0.0,300.003600043201,0.0,0.0
4.562580000000025,141395.206642155,0.0,1700.11560786133,133711.344351952,222258.542274523,87404.517338407,200.0016000128,100.0004000016,6501.69043951427,5701.29989637637,2500.2500250025,0.0,400.006400102402,0.0,0.0,0.0,150.0009000054,0.0,0.0,0.0,0.0,100.0004000016,0.0,50.0001000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.069409999999948,146250.593451514,0.0,2100.17641481884,142204.30756358,230913.318692675,90123.7244181099,0.0,300.003600043201,7702.37233067785,6101.48876325823,1350.07290393681,0.0,400.006400102402,200.0016000128,200.0016000128,0.0,100.0004000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0004000016,0.0,0.0,0.0,0.0,200.0016000128,0.0,0.0
5.576419999999985,148881.377756317,0.0,1600.10240655402,142811.167431008,226534.277814777,95866.208918067,0.0,200.0016000128,7902.49718911176,5401.16665199683,2450.24012353211,0.0,100.0004000016,300.003600043201,100.0004000016,0.0,200.0016000128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0001000002,0.0,0.0,0.0,0.0,0.0,0.0,100.0004000016,0.0,0.0
6.083430000000021,148678.990190003,100.0004000016,1900.14441097523,147667.101218354,226127.002449961,89720.8417300266,150.0009000054,400.006400102402,6601.74286011507,5201.0818250196,2600.27042812453,100.0004000016,100.0004000016,200.0016000128,200.0016000128,0.0,200.0016000128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0001000002,0.0,50.0001000002,0.0,0.0,0.0,0.0,100.0004000016,0.0,0.0
6.590450000000033,140181.652896551,100.0004000016,1400.07840439065,139676.040078677,227145.215520547,85088.6206010789,100.0004000016,300.003600043201,8903.16952835209,6101.48876325823,2000.16001280102,0.0,100.0004000016,100.0004000016,100.0004000016,200.0016000128,300.003600043201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
