Site	Fire	No.	Sherd	Part	Decorated	Weight	max thickness	exterior colour	core colour	interior	Inclusions	RIM_DIRECTION	LIP	RIM_LIP	radius	Burnished_inside	Burnished_outside	Multi-Impressed	Dash-Impressed_comb	LT-Impressed_comb	Fingernail	Punctate	Incised	Incised_comb	Grooved	Applique	Row_dashes_single	Row_dashes_multiple	Dots	Dashes	Dashes_slanted	Circles	Spikes	Stick	Columns_straight	Columns_slanted	Spaced_rows	Trails	Lines_straight	Lines_wavy	Lines_undulus	Tracks	Cresents	Triangles	Triangles_desc_dots	Single_col	Musical	Nubbin	Nubbin_donut	Agarabi_Adzera
NDO	N	135	NDO/135	body	Y	42.5	10.75	tan4	salmon4	tan4	Moderate			_					Y					Y			Y			Y											Y									Agarabi
NDO	N	151	NDO/151	body	Y	38.6	9.73	tan1	dark grey	tan1	Moderate			_					Y					Y				Y		Y											Y									Agarabi
NDO	N	136	NDO/136	body	Y	32.2	12.51	salmon2	dark grey	salmon2	Sparse			_		Y			Y					Y			Y			Y									Y											notAdzera
NDO	N	152	NDO/152	body	Y	28	10.23	tan1	tan1	tan4	Sparse			_		Y	Y			Y	Y	Y					Y				Y												Y		Y					Adzera
NDO	N	137_150	NDO/137_150	body	Y	109.7	9.85	dark grey	dark grey	dark grey	Sparse			_		Y			Y					Y											Y					Y										Adzera
NIB	N	1	NIB/1	body	Y	74.3	16.36	tan4	sienna3	sienna3	Moderate			_		Y	N					Y										Y																		notAdzera
NIC	N	1	NIC/1	body	N	50.4	12.56	sienna4	salmon4	sienna4	Abundant			_		N	Y																																	
NIC	N	5	NIC/5	body	N	62.4	11.32	sienna4	salmon4	salmon4	Abundant			_			Y																																	
NIC	N	7	NIC/7	body	N	12.7	13.96	salmon3	salmon3	salmon3	Abundant			_																																				
NIC	N	11	NIC/11	body	N	10.7	13.33	tan1	dark grey	dark grey	Abundant			_		N																																		
NIC	N	19	NIC/19	body	N	10	7.4	salmon4	sienna3	sienna3	Abundant			_																																				
NIC	N	30	NIC/30	body	N	31	10.37	sienna3	sienna4	sienna4	Abundant			_		N	N																																	
NIC	N	32	NIC/32	body	N	21.2	7.11	sienna4	sienna4	sienna4	Abundant			_		N																																		
NIC	N	34	NIC/34	body	N	56.6	11.22	tan4	sienna4	sienna4	Abundant			_		Y	N																																	
NIC	N	36	NIC/36	body	N	72.4	10.25	tan1	sienna4	sienna4	Abundant			_		N	N																																	
NIC	N	37	NIC/37	body	N	143.4	15.03	tan4	sienna4	sienna4	Abundant			_		Y	N																																	
NIC	N	38	NIC/38	body	N	29.6	10.6	sienna4	sienna3	sienna3	Abundant			_		N	N																																	
NIC	N	39	NIC/39	body	N	85.1	13.67	tan4	sienna4	sienna4	Abundant			_		Y	N																																	
NIC	N	57	NIC/57	body	N	10.5	9.01	salmon3	salmon4	sienna4	Abundant			_		N																																		
NIC	N	6	NIC/6	body	N	14.7	10.6	salmon3	salmon3	salmon3	Moderate			_		N																																		
NIC	N	9	NIC/9	body	N	9.4	10.65	salmon3	salmon3	salmon3	Moderate			_		N	N																																	
NIC	N	10	NIC/10	body	N	15.2	10.52	tan4	dark grey	dark grey	Moderate			_			Y																																	
NIC	N	12	NIC/12	body	N	12.6	9.84	sienna4	salmon3	salmon3	Moderate			_																																				
NIC	N	20	NIC/20	body	N	21.6	12.51	sienna4	sienna4	sienna4	Moderate			_			Y																																	
NIC	N	21	NIC/21	body	N	33.9	9.16	salmon2	salmon2	salmon4	Moderate			_			Y																																	
NIC	N	29	NIC/29	body	Y	144.3	11	tan4	grey	tan4	Moderate			_							Y	Y																												notAdzera
NIC	N	31	NIC/31	body	N	43	10.34	sienna3	sienna4	sienna4	Moderate			_		Y	N																																	
NIC	N	33	NIC/33	body	N	14.4	19.19	sienna4	sienna4	sienna4	Moderate			_		N																																		
NIC	N	35	NIC/35	body	Y	17.4	8.62	sienna3	dark grey	sienna3	Moderate			_								Y			Y		Y			Y									Y											
NIC	N	51	NIC/51	body	Y	175.3	9.2	tan1	dark grey	tan1	Moderate			_		Y	N							Y	Y												Y		Y											notAdzera
NIC	N	54	NIC/54	body	N	82	10.51	salmon3	tan4	tan4	Moderate			_			N																																	
NIC	N	55	NIC/55	body	N	23.8	7.66	sienna3	sienna3	sienna3	Moderate			_		N	N																																	
NIC	N	56	NIC/56	body	N	22.3	8.71	salmon3	salmon3	salmon3	Moderate			_		N	N																																	
NIC	N	58	NIC/58	body	N	5.6	7.61	salmon3	salmon4	salmon4	Moderate			_		N																																		
NIC	N	59	NIC/59	body	N	14.2	8.45	sienna4	salmon3	salmon3	Moderate			_		N																																		
NIC	N	26_27	NIC/26	body	N	375.3	13	sienna4	grey	sienna4	Moderate			_																																				AMR
NIC	N	28	NIC/28	body	Y	68.5	15.57	sienna4	dark grey	sienna4	Sparse			_			N						Y																Y											
NID	N	3	NID/3	body	N	12.9	10	salmon3	salmon3	salmon3	Abundant			_																																				
NID	N	9	NID/9	body	Y	72.1	11.18	tan4	grey	tan4	Abundant			_			Y		Y					Y											Y				Y		Y									Agarabi
NID	N	7	NID/7	body	N	8.6	10.19	dark grey	dark grey	dark grey	Moderate			_																																				
NID	N	8	NID/8	body	N	18.7	8.13	sienna3	sienna3	grey	Moderate			_																																				
NIE	N	290	NIE/290	body	N	16.1	10.17	tan4	tan4	dark grey	Abundant			_		N																																		
NIE	N	5	NIE/5	body	N	38	10.25	sienna4	sienna4	dark grey	Abundant			_		N	Y																																	
NIE	N	8	NIE/8	body	N	20.3	9.83	salmon3	salmon3	salmon3	Abundant			_		N	N																																	
NIE	N	10	NIE/10	body	Y	28.8	10.75	tan1	dark grey	dark grey	Abundant			_					Y					Y				Y		Y										Y	Y									Agarabi
NIE	N	232	NIE/232	body	Y	18	9.03	sienna3	sienna3	salmon3	Abundant			_			Y		Y					Y			Y			Y									Y											notAdzera
NIE	N	243	NIE/243	body	Y	5.3	7.6	sienna4	sienna4	sienna3	Abundant			_										Y				Y		Y											Y									notAdzera
NIE	N	246	NIE/246	body	Y	27.2	9.66	tan4	tan4	tan4	Abundant			_		N	N		Y									Y		Y																				AMR
NIE	N	256	NIE/256	body	N	38.9	9.71	sienna1	dark grey	sienna1	Abundant			_		Y	Y																																	
NIE	N	261	NIE/261	body	Y	26.1	8.6	tan4	tan4	sienna3	Abundant			_			Y		Y			Y					Y			Y			Y		Y															AMR
NIE	N	264	NIE/264	base	N	118.4	20.38	sienna4	sienna4	sienna4	Abundant			_			N																																	
NIE	N	265	NIE/265	body	N	70.2	11.3	salmon3	salmon3	salmon3	Abundant			_		N																																		
NIE	N	266	NIE/266	body	N	52.8	9.91	sienna1	sienna1	sienna1	Abundant			_		Y																																		
NIE	N	268	NIE/268	body	N	17.9	8.8	tan4	tan4	tan4	Abundant			_		N	Y																																	
NIE	N	271	NIE/271	body	N	25.4	12.22	salmon3	salmon4	salmon3	Abundant			_		N	N																																	
NIE	N	273	NIE/273	body	N	53.3	14.85	tan4	tan4	salmon3	Abundant			_		N	Y																																	
NIE	N	280	NIE/280	body	N	132.5	16.08	tan4	tan4	tan4	Abundant			_		N	N																																	
NIE	N	282	NIE/282	body	N	31.6	13.26	sienna3	sienna3	salmon3	Abundant			_		Y	N																																	
NIE	N	284	NIE/284	body	N	45.9	14.33	salmon3	tan4	tan4	Abundant			_																																				
NIE	N	292	NIE/292	body	N	30.3	13.3	tan1	tan1	sienna4	Abundant			_		N	N																																	
NIE	N	294	NIE/294	body	N	47.4	12.12	tan1	sienna3	sienna3	Abundant			_		Y	Y																																	
NIE	N	297	NIE/297	body	N	45.6	11.63	tan4	tan4	dark grey	Abundant			_																																				
NIE	N	298	NIE/298	body	N	22.9	10.66	tan4	tan4	tan4	Abundant			_																																				
NIE	N	308	NIE/308	body	N	18.9	10.21	salmon3	sienna1	tan4	Abundant			_		N	N																																	
NIE	N	315	NIE/315	body	N	8.5	6.36	tan1	salmon4	dark grey	Abundant			_		Y																																		
NIE	N	333	NIE/333	body	Y	68.4	15.18	tan1	dark grey	grey	Abundant			_		Y	N		Y					Y			Y			Y											Y									Agarabi
NIE	N	335	NIE/335	body	Y	59.9	13.29	salmon4	salmon4	salmon4	Abundant			_		Y	Y								Y														Y		Y									AMR
NIE	N	337	NIE/337	body	Y	23	12.59	sienna3	sienna4	sienna3	Abundant			_		N	N		Y																				Y											notAdzera
NIE	N	340	NIE/340	body	Y	31	12.1	sienna3	salmon4	salmon4	Abundant			_			Y							Y														Y	Y											notAdzera
NIE	N	351	NIE/351	body	N	95	14.05	sienna1	salmon3	salmon3	Abundant			_		N	N																																	
NIE	N	353	NIE/353	body	N	7.2	8.9	sienna4	sienna4	sienna1	Abundant			_																																				
NIE	N	354	NIE/354	body	N	9.7	10.35	tan1	sienna1	tan1	Abundant			_		N	Y																																	
NIE	N	356	NIE/356	body	N	54.9	10.16	sienna4	sienna1	sienna1	Abundant			_		N	N																																	
NIE	N	357	NIE/357	body	N	49.5	9.86	sienna1	sienna1	sienna1	Abundant			_		N																																		
NIE	N	359	NIE/359	body	N	61.6	11.45	sienna1	sienna1	sienna1	Abundant			_		N	Y																																	
NIE	N	360	NIE/360	body	N	53.5	18.18	sienna1	sienna1	tan4	Abundant			_		N	N																																	
NIE	N	362	NIE/362	body	N	57	12.83	tan4	tan4	tan4	Abundant			_		Y	Y																																	
NIE	N	363	NIE/363	body	N	12.6	8.01	sienna1	sienna1	sienna1	Abundant			_		N																																		
NIE	N	367	NIE/367	body	N	9.2	8.36	sienna4	sienna4	sienna4	Abundant			_			N																																	
NIE	N	368	NIE/368	body	N	21.2	11.62	tan1	tan1	salmon4	Abundant			_			N																																	
NIE	N	369	NIE/369	body	N	33.7	13.85	salmon3	tan4	tan4	Abundant			_		N	N																																	
NIE	N	370	NIE/370	body	N	86	14.57	tan1	tan1	sienna1	Abundant			_			Y																																	
NIE	N	374	NIE/374	body	N	30.4	11.55	sienna4	grey	sienna3	Abundant			_		Y	Y																																	
NIE	N	385	NIE/385	body	N	41.8	18.3	salmon3	sienna1	salmon4	Abundant			_		N	N																																	
NIE	N	388	NIE/388	body	N	19.6	10.78	sienna4	sienna4	salmon4	Abundant			_			N																																	
NIE	N	389	NIE/389	body	N	16.3	10.73	salmon3	salmon3	salmon4	Abundant			_			N																																	
NIE	N	391	NIE/391	body	N	6.9	7.49	salmon2	salmon2	tan1	Abundant			_		Y																																		
NIE	N	392	NIE/392	body	N	20.3	11.95	tan4	salmon4	sienna3	Abundant			_			Y																																	
NIE	N	6	NIE/6	body	Y	12.2	8.82	sienna3	sienna3	sienna3	Moderate			_							Y												Y																	notAdzera
NIE	N	7	NIE/7	body	N	63.2	8.77	salmon3	salmon3	sienna4	Moderate			_		Y	Y																																	AMR
NIE	N	9	NIE/9	body	Y	39.9	10.07	salmon3	salmon3	dark grey	Moderate			_					Y											Y					Y															AMR
NIE	N	16	NIE/16	body	Y	33.3	10.73	tan4	dark grey	tan4	Moderate			_										Y															Y											notAdzera
NIE	N	203	NIE/203	body	N	11.1	12.05	tan1	tan1	tan1	Moderate			_																																				
NIE	N	231	NIE/231	body	Y	33	11.37	salmon4	salmon4	salmon4	Moderate			_			Y		Y									Y		Y																				notAdzera
NIE	N	235	NIE/235	body	Y	91.1	12.58	tan1	tan1	tan1	Moderate			_		Y	Y		Y																Y															AMR
NIE	N	244	NIE/244	body	Y	11.3	10.85	sienna4	dark grey	sienna4	Moderate			_								Y												Y																AMR
NIE	N	252	NIE/252	body	Y	6	8.03	tan4	grey	sienna3	Moderate			_		Y			Y																Y															
NIE	N	257	NIE/257	body	N	23.5	8.07	dark grey	tan4	tan4	Moderate			_		Y	Y																																	
NIE	N	263	NIE/263	body	N	96.3	11.24	sienna4	sienna4	sienna4	Moderate			_		Y	Y																																	
NIE	N	267	NIE/267	body	N	48.5	10.28	sienna3	grey	sienna4	Moderate			_																																				
NIE	N	269	NIE/269	body	N	19.2	10.4	salmon3	ND	salmon3	Moderate			_																																				
NIE	N	270	NIE/270	body	N	21.8	9.84	tan4	tan4	dark grey	Moderate			_			Y																																	
NIE	N	272	NIE/272	body	N	26.3	9.82	dark grey	dark grey	dark grey	Moderate			_																																				
NIE	N	274	NIE/274	body	N	27.1	10.56	tan4	tan4	tan4	Moderate			_		N	Y																																	
NIE	N	276	NIE/276	body	N	20.5	12.11	salmon3	salmon3	dark grey	Moderate			_		N	N																																	
NIE	N	277	NIE/277	body	N	45.3	10.47	sienna4	sienna4	sienna4	Moderate			_																																				
NIE	N	278	NIE/278	body	N	17.2	10.75	sienna4	sienna4	sienna3	Moderate			_			Y																																	
NIE	N	279	NIE/279	body	N	15.7	12.83	sienna3	sienna3	sienna3	Moderate			_																																				
NIE	N	281	NIE/281	body	N	89.6	20.98	tan4	sienna1	tan4	Moderate			_			N																																	
NIE	N	283	NIE/283	body	N	10.2	7.41	salmon3	salmon3	dark grey	Moderate			_		N	N																																	
NIE	N	285	NIE/285	body	N	16	8.49	dark grey	dark grey	sienna4	Moderate			_		N	N																																	
NIE	N	286	NIE/286	body	N	48.6	9.7	sienna4	sienna4	sienna4	Moderate			_			N																																	
NIE	N	287	NIE/287	body	N	14.8	10.55	sienna4	sienna4	sienna4	Moderate			_		Y	N																																	
NIE	N	289	NIE/289	body	N	28.8	10.42	salmon3	salmon3	dark grey	Moderate			_		N	Y																																	
NIE	N	291	NIE/291	body	N	33.1	11.49	sienna3	sienna3	sienna3	Moderate			_																																				
NIE	N	296	NIE/296	body	N	24.3	9.89	sienna3	sienna3	sienna3	Moderate			_			N																																	
NIE	N	300	NIE/300	body	N	19.8	8.19	tan1	dark grey	tan1	Moderate			_		Y	Y																																	
NIE	N	301	NIE/301	body	N	51.9	14.53	sienna4	sienna4	sienna4	Moderate			_		Y	N																																	
NIE	N	302	NIE/302	body	N	20.2	12.97	tan1	sienna1	sienna3	Moderate			_			Y																																	
NIE	N	303	NIE/303	body	N	13.8	9.26	sienna4	salmon4	sienna4	Moderate			_		N																																		
NIE	N	306	NIE/306	body	N	4.7	6.91	tan1	tan1	dark grey	Moderate			_		N																																		
NIE	N	309	NIE/309	body	N	19.6	9.89	sienna4	sienna1	sienna4	Moderate			_																																				
NIE	N	310	NIE/310	body	N	10.9	9.2	sienna4	sienna4	salmon3	Moderate			_			N																																	
NIE	N	311	NIE/311	body	N	46	10.4	sienna1	sienna1	sienna1	Moderate			_		N	N																																	
NIE	N	313	NIE/313	body	N	22.9	9.96	tan1	dark grey	tan4	Moderate			_		Y																																		
NIE	N	314	NIE/314	body	N	9.8	9.74	sienna1	sienna1	sienna1	Moderate			_		N																																		
NIE	N	317	NIE/317	body	N	15	10.16	tan1	sienna1	tan4	Moderate			_			Y																																	
NIE	N	318	NIE/318	body	N	18.8	9.61	tan1	dark grey	dark grey	Moderate			_			Y																																	
NIE	N	319	NIE/319	body	N	22.6	10.16	sienna4	sienna4	salmon4	Moderate			_		N																																		
NIE	N	320	NIE/320	body	N	13.4	9.61	sienna1	sienna1	dark grey	Moderate			_		Y	Y																																	
NIE	N	321	NIE/321	body	N	69.7	14.96	salmon2	salmon2	tan4	Moderate			_																																				
NIE	N	322	NIE/322	body	N	34.8	13.98	sienna1	sienna1	tan4	Moderate			_		N																																		
NIE	N	323	NIE/323	body	N	20.2	12.08	sienna1	sienna1	sienna1	Moderate			_		N	N																																	
NIE	N	325	NIE/325	body	Y	113.5	13.17	salmon3	grey	sienna1	Moderate			_			Y		Y					Y					Y									Y	Y											notAdzera
NIE	N	328	NIE/328	body	Y	77.2	14.47	dark grey	dark grey	sienna3	Moderate			_			Y		Y					Y													Y		Y		Y									Agarabi
NIE	N	341	NIE/341	body	Y	24.9	9.78	sienna1	dark grey	sienna1	Moderate			_		N	N		Y									Y		Y																				notAdzera
NIE	N	343	NIE/343	body	Y	12.5	10.4	tan4	salmon3	tan4	Moderate			_			Y		Y																Y															AMR
NIE	N	346	NIE/346	body	N	40.1	14.85	tan1	tan1	salmon3	Moderate			_			N																																	
NIE	N	347	NIE/347	body	N	13.7	6.11	dark grey	dark grey	dark grey	Moderate			_																																				
NIE	N	349	NIE/349	body	N	45.1	8.4	sienna1	sienna1	sienna3	Moderate			_			Y																																	
NIE	N	352	NIE/352	body	N	27.8	11.47	sienna1	sienna1	sienna1	Moderate			_																																				
NIE	N	355	NIE/355	body	N	11.7	9.34	salmon3	salmon2	salmon2	Moderate			_		N	N																																	
NIE	N	358	NIE/358	body	N	9.5	11.05	tan1	tan1	tan4	Moderate			_		N	N																																	
NIE	N	361	NIE/361	body	N	69.8	14.92	salmon3	salmon3	salmon3	Moderate			_		N	Y																																	
NIE	N	364	NIE/364	body	N	17.6	8.67	salmon3	tan4	tan4	Moderate			_		N																																		
NIE	N	365	NIE/365	body	N	27.7	17.72	salmon3	salmon3	tan4	Moderate			_			N																																	
NIE	N	373	NIE/373	body	N	22	11.73	salmon3	salmon3	sienna4	Moderate			_		N	Y																																	
NIE	N	375	NIE/375	body	N	24.7	12.83	salmon3	salmon3	dark grey	Moderate			_		Y	Y																																	
NIE	N	376	NIE/376	body	N	10.9	8.46	tan1	grey	tan4	Moderate			_			Y																																	
NIE	N	377	NIE/377	body	N	6.5	11.97	sienna4	sienna1	salmon3	Moderate			_		N	N																																	
NIE	N	378	NIE/378	body	N	19.8	14.03	sienna4	sienna4	salmon3	Moderate			_		N	N																																	
NIE	N	379	NIE/379	body	N	15.3	11.33	sienna1	sienna1	tan4	Moderate			_		N																																		
NIE	N	380	NIE/380	body	N	3.7	11.09	tan4	tan1	tan1	Moderate			_			N																																	
NIE	N	381	NIE/381	body	N	44.6	13.14	sienna1	sienna1	tan4	Moderate			_		N	N																																	
NIE	N	382	NIE/382	body	N	19.6	11.76	sienna4	sienna4	salmon3	Moderate			_			N																																	
NIE	N	383	NIE/383	body	N	35	14.11	salmon3	salmon3	salmon3	Moderate			_		N	N																																	
NIE	N	386	NIE/386	body	N	5.9	6.69	sienna3	sienna1	dark grey	Moderate			_																																				
NIE	N	387	NIE/387	body	N	28.7	8.88	salmon3	salmon3	tan1	Moderate			_		Y	N																																	
NIE	N	390	NIE/390	body	N	30.2	10.23	sienna4	sienna4	sienna4	Moderate			_																																				
NIE	N	393	NIE/393	body	N	14.1	9.86	salmon3	sienna1	salmon3	Moderate			_		N	N																																	
NIE	N	394	NIE/394	body	N	43.3	11.07	tan1	tan1	tan4	Moderate			_			N																																	
NIE	N	3B	NIE/3B	body	N	37.4	9.15	tan	tan	tan4	Moderate			_		N																																		
NIE	N	12	NIE/12	body	N	39.8	8.8	tan4	tan4	tan4	Moderate			_		N																																		
NIE	N	13	NIE/13	body	N	29.1	7.85	tan4	tan4	sienna4	Moderate			_		Y																																		AMR
NIE	N	14	NIE/14	body	N	35	11.99	sienna4	sienna4	sienna3	Moderate			_		Y																																		
NIE	N	219	NIE/219	body	N	15.9	9.26	dark grey	sienna4	sienna4	Moderate			_		N	Y																																	
NIE	N	251	NIE/251	body	N	29.4	11.28	sienna4	sienna4	salmon3	Moderate			_		N	N																																	
NIE	N	260	NIE/260	body	Y	32.5	11.4	sienna1	tan4	dark grey	Moderate			_		Y	Y		Y					Y				Y		Y			Y			Y			Y											AMR
NIE	N	288	NIE/288	body	N	10.9	12.05	sienna3	grey	sienna1	Moderate			_			N																																	
NIE	N	293	NIE/293	body	N	7.8	7.61	tan4	tan4	tan4	Moderate			_		N	Y																																	
NIE	N	295	NIE/295	body	Y	37.1	12.47	sienna3	dark grey	dark grey	Moderate			_								Y								Y																				notAdzera
NIE	N	299	NIE/299	body	N	25.1	8.72	sienna4	sienna4	sienna4	Moderate			_			Y																																	
NIE	N	304	NIE/304	body	N	16.9	12.15	tan4	sienna1	sienna4	Moderate			_		N	N																																	
NIE	N	305	NIE/305	body	N	24.2	9.19	salmon3	salmon3	salmon3	Moderate			_		N																																		
NIE	N	307	NIE/307	body	N	55.3	12.64	tan1	tan1	sienna4	Moderate			_			Y																																	
NIE	N	316	NIE/316	body	N	29.8	13.52	tan1	tan1	dark grey	Moderate			_			N																																	
NIE	N	348	NIE/348	body	N	182.9	15.61	sienna4	sienna4	tan4	Moderate			_		Y	Y																																	
NIE	N	350	NIE/350	body	N	129.1	14.75	sienna4	sienna4	sienna3	Moderate			_		Y	N																																	
NIE	N	371	NIE/371	body	N	84	16.02	tan1	tan1	tan1	Moderate			_		N	N																																	
NIE	N	372	NIE/372	body	N	12.8	11.59	salmon3	salmon3	salmon3	Moderate			_		Y																																		
NIE	N	384	NIE/384	body	N	48.1	12.19	tan1	tan1	dark grey	Moderate			_			N																																	
NIE	N	3S	NIE/3S	body	Y	28.7	11.1	dark grey	tan4	sienna3	Moderate			_					Y					Y											Y						Y									Agarabi
NIE	N	24	NIE/24	body	N	19.4	10.03	sienna1	sienna1	sienna1	Sparse			_		N	N																																	
NIE	N	217	NIE/217	body	N	12.7	9.28	sienna3	sienna3	salmon3	Sparse			_		Y																																		
NIE	N	254	NIE/254	body	N	22.1	15.28	salmon3	salmon3	salmon3	Sparse			_		N																																		
NIE	N	275	NIE/275	body	N	19.6	8.1	sienna4	sienna4	sienna4	Sparse			_			Y																																	
NIE	N	366	NIE/366	body	N	12.6	8.98	tan1	ND	tan1	U			_																																				
NKC	N	32	NKC/32	body	N	30.5	12.14	tan4	sienna3	tan1	Abundant			_			Y																																	
NKC	N	18	NKC/18	body	Y	47.4	13.18	sienna3	grey	salmon4	Moderate			_		Y	N		Y					Y			Y			Y									Y											notAdzera
NKC	N	19	NKC/19	body	Y	62.2	10.55	tan4	grey	dark grey	Moderate			_		N			Y					Y			Y			Y									Y											notAdzera
NKC	N	22	NKC/22	body	Y	8.4	10.54	sienna4	sienna4	sienna4	Moderate			_			Y		Y																Y															AMR
NKC	N	25	NKC/25	body	N	107.2	12.7	tan4	salmon4	salmon3	Moderate			_		Y	Y																																	
NKC	N	26	NKC/26	body	N	52	10.28	tan1	sienna1	sienna4	Moderate			_			Y																																	
NKC	N	27	NKC/27	body	N	54.7	10.17	sienna3	sienna3	sienna4	Moderate			_			Y																																	
NKC	N	28	NKC/28	body	N	26.8	6.93	sienna4	sienna1	sienna3	Moderate			_		N	N																																	
NKC	N	29	NKC/29	body	N	51.9	10.74	sienna1	sienna4	sienna4	Moderate			_			Y																																	
NKC	N	31	NKC/31	body	N	115.4	11.04	tan1	tan1	tan1	Moderate			_			Y																																	
NKC	N	34	NKC/34	body	N	20.3	11.13	tan4	dark grey	tan4	Moderate			_		N																																		
NKC	N	35	NKC/35	body	N	16.6	8.76	sienna4	sienna1	sienna4	Moderate			_		N																																		
NKC	N	37	NKC/37	body	N	9.9	7.74	tan1	tan1	tan4	Moderate			_			N																																	
NKC	N	39	NKC/39	body	N	13.5	11.02	tan4	tan4	tan1	Moderate			_			Y																																	
NKC	N	44	NKC/44	body	N	12.2	10.77	sienna3	dark grey	sienna4	Moderate			_		N	Y																																	
NKC	N	45	NKC/45	body	N	24.3	10.3	tan1	tan4	tan4	Moderate			_			Y																																	
NKC	N	46	NKC/46	body	N	28.3	9.71	sienna1	tan1	sienna4	Moderate			_			Y																																	
NKC	N	47	NKC/47	body	N	8	9.83	sienna4	salmon4	sienna4	Moderate			_			Y																																	
NKC	N	53	NKC/53	body	N	7.6	11.71	sienna4	sienna4	sienna4	Moderate			_																																				
NKC	N	55	NKC/55	body	N	8.6	12.1	sienna4	sienna4	salmon3	Moderate			_		Y																																		
NKC	N	56	NKC/56	body	N	8.8	12.06	tan4	sienna4	tan1	Moderate			_			Y																																	
NKC	N	57	NKC/57	body	N	7.4	11.91	sienna4	sienna4	sienna4	Moderate			_																																				
NKC	N	59	NKC/59	body	N	3.2	7	tan1	salmon4	tan1	Moderate			_																																				
NKC	N	20	NKC/20	body	Y	20.2	12.05	salmon4	salmon4	salmon4	Moderate			_			N		Y					Y				Y		Y									Y											notAdzera
NKC	N	24	NKC/24	body	Y	11.8	12.25	dark grey	grey	tan4	Moderate			_			N		Y					Y						Y										Y										Adzera
NKC	N	40	NKC/40	base	N	39.8	16.22	sienna3	sienna3	sienna3	Moderate			_		Y	Y																																	
NKC	N	16	NKC/16	body	Y	27.1	9.79	sienna3	sienna3	sienna3	Sparse			_		Y	N					Y										Y					Y													Adzera
NKC	N	17	NKC/17	body	Y	31.8	9.73	sienna4	dark grey	sienna3	Sparse			_		Y	Y							Y																Y										Adzera
NKC	N	21	NKC/21	body	Y	5.8	5.5	tan4	grey	sienna3	Sparse			_		Y	Y			Y																														Adzera
NKC	N	30	NKC/30	body	N	57.1	11.66	tan4	tan4	tan4	Sparse			_		N	Y																																	
NKC	N	33	NKC/33	body	N	22.9	10.39	sienna3	sienna4	tan4	Sparse			_			Y																																	
NKC	N	36	NKC/36	body	N	20.5	9.57	salmon4	sienna1	salmon4	Sparse			_			Y																																	
NKC	N	38	NKC/38	body	N	7.2	7.73	tan4	tan4	tan4	Sparse			_																																				
NKC	N	41	NKC/41	body	N	39	12.83	sienna4	sienna1	sienna4	Sparse			_		Y	N																																	
NKC	N	42	NKC/42	body	N	15.4	8.23	sienna1	sienna1	dark grey	Sparse			_																																				
NKC	N	43	NKC/43	body	N	22.4	7.23	sienna1	sienna1	dark grey	Sparse			_																																				
NKC	N	48	NKC/48	body	N	47.8	17.02	sienna4	tan1	sienna4	Sparse			_		N	N																																	
NKC	N	49	NKC/49	body	N	17.2	11.61	sienna4	salmon4	sienna4	Sparse			_		N																																		
NKC	N	50	NKC/50	body	N	45.8	12.4	tan4	dark grey	tan1	Sparse			_			Y																																	
NKC	N	51	NKC/51	body	N	3.9	6.93	tan1	salmon4	tan1	Sparse			_																																				
NKC	N	52	NKC/52	body	N	10.9	9.33	salmon3	dark grey	salmon3	Sparse			_			Y																																	
NKC	N	54	NKC/54	body	N	7.9	12.08	sienna4	sienna4	sienna4	Sparse			_																																				
NKC	N	58	NKC/58	body	N	7.6	9.11	tan1	tan1	tan1	Sparse			_																																				
NKD	N	49	NKD/49	body	Y	58.7	10.44	sienna3	sienna3	sienna3	Abundant			_		N	N				Y	Y	Y		Y	Y					Y		Y										Y						Y	notAdzera
NKD	N	50	NKD/50	body	Y	35.4	11.52	tan4	grey	tan4	Abundant			_			Y		Y																															notAdzera
NKD	N	52	NKD/52	body	Y	22.5	7.9	sienna3	sienna4	sienna1	Abundant			_		N	N					Y		Y															Y								Y			notAdzera
NKD	N	56	NKD/56	body	Y	12.1	11.23	sienna4	sienna4	sienna4	Abundant			_		Y	N		Y																		Y													Agarabi
NKD	N	63	NKD/63	body	Y	43.1	12.13	sienna3	salmon4	sienna3	Abundant			_			Y		Y			Y		Y			Y			Y			Y			Y					Y									Agarabi
NKD	N	70	NKD/70	body	Y	61.6	11.71	tan1	dark grey	dark grey	Abundant			_			Y		Y					Y				Y		Y											Y									Agarabi
NKD	N	104	NKD/104	body	N	25	10.64	sienna4	sienna4	dark grey	Abundant			_		N																																		
NKD	N	114	NKD/114	body	N	59.5	15.84	sienna4	sienna4	sienna4	Abundant			_			N																																	
NKD	N	115	NKD/115	body	N	24.9	12.13	tan4	tan4	tan1	Abundant			_																																				
NKD	N	118	NKD/118	body	N	41.5	12.79	tan4	tan4	tan4	Abundant			_		Y	N																																	
NKD	N	151	NKD/151	body	N	21.3	13.59	tan1	salmon4	salmon4	Abundant			_			N																																	
NKD	N	153	NKD/153	body	N	36.8	10.24	tan4	salmon4	tan1	Abundant			_																																				
NKD	N	53	NKD/53	body	Y	35.8	9.8	sienna3	sienna4	sienna4	Moderate			_		Y	Y		Y											Y																				notAdzera
NKD	N	54	NKD/54	body	Y	40.9	12	sienna3	salmon4	dark grey	Moderate			_			Y					Y																												
NKD	N	55	NKD/55	body	Y	47.9	11.58	tan1	tan4	tan4	Moderate			_		N	N		Y																															notAdzera
