Site	Fire	No.	Sherd	Part	Decorated	Weight	max thickness	exterior colour	core colour	interior	Inclusions	RIM_DIRECTION	LIP	RIM_LIP	radius	Burnished_inside	Burnished_outside	Multi-Impressed	Dash-Impressed_comb	LT-Impressed_comb	Fingernail	Punctate	Incised	Incised_comb	Grooved	Applique	Row_dashes_single	Row_dashes_multiple	Dots	Dashes	Dashes_slanted	Circles	Spikes	Stick	Columns_straight	Columns_slanted	Spaced_rows	Trails	Lines_straight	Lines_wavy	Lines_undulus	Tracks	Cresents	Triangles	Triangles_desc_dots	Single_col	Musical	Nubbin	Nubbin_donut	Agarabi_Adzera
NNA	N	194	NNA/194	body	Y	234.5	13.34	sienna1	salmon4	salmon3	Moderate			_					Y			Y								Y			Y																	notAdzera
NNA	N	196	NNA/196	body	Y	191.5	13.25	sienna3	dark grey	dark grey	Moderate			_	na				Y			Y						Y		Y		Y																		notAdzera
NNA	N	200	NNA/200	body	Y	282.4	12.96	sienna1	grey	tan4	Moderate			_			Y		Y			Y						Y		Y			Y																	notAdzera
NNA	N	202	NNA/202	body	Y	207.8	10.8	sienna4	salmon4	salmon3	Moderate			_			Y		Y			Y		Y				Y		Y			Y		Y															notAdzera
NNA	N	203	NNA/203	body	Y	21	9.5	salmon3	salmon3	salmon3	Moderate			_		N	N		Y									Y		Y														Y						notAdzera
NNA	N	204	NNA/204	body	Y	51.4	10.77	tan4	grey	tan4	Moderate			_			Y		Y			Y			Y			Y		Y			Y																	notAdzera
NNA	N	206	NNA/206	body	Y	71.5	11.04	sienna3	salmon4	sienna3	Moderate			_			N		Y									Y		Y					Y															AMR
NNA	N	208	NNA/208	body	Y	221	11.39	tan4	grey	salmon3	Moderate			_			N		Y									Y		Y						Y														AMR
NNA	N	209	NNA/209	body	Y	34.6	9.94	tan4	salmon4	tan4	Moderate			_		N	N		Y			Y						Y		Y			Y																	notAdzera
NNA	N	210	NNA/210	body	Y	114.6	10.05	tan4	grey	tan4	Moderate			_			Y		Y									Y		Y							Y													Agarabi
NNA	N	215	NNA/215	body	Y	64.8	9.63	salmon3	salmon3	salmon3	Moderate			_		N	N		Y									Y		Y						Y														AMR
NNA	N	221	NNA/221	body	Y	232.6	12.71	salmon3	salmon4	salmon3	Moderate			_			Y		Y			Y				Y		Y		Y			Y															Y		notAdzera
NNA	N	222	NNA/222	body	Y	138.3	12.72	salmon2	grey	sienna3	Moderate			_			Y		Y			Y				Y		Y		Y			Y															Y		notAdzera
NNA	N	224	NNA/224	base	N	266.9	25	tan4	sienna3	salmon3	Moderate			_		Y	Y																																	
NNA	N	227	NNA/227	body	N	640.6	21.47	dark grey	grey	salmon3	Moderate			_																																				
NNA	N	228	NNA/228	body	N	350.9	20.36	salmon3	sienna3	salmon3	Moderate			_																																				
NNA	N	229	NNA/229	body	N	188.7	19.07	tan4	sienna1	sienna3	Moderate			_			Y																																	
NNA	N	230	NNA/230	body	N	267.6	19.12	sienna3	sienna3	salmon3	Moderate			_			N																																	
NNA	N	232	NNA/232	body	N	234.6	15.4	sienna3	sienna1	salmon3	Moderate			_		Y	Y																																	notAdzera
NNA	N	233	NNA/233	body	N	343.5	11.9	tan1	tan1	salmon3	Moderate			_		N	Y																																	notAdzera
NNA	N	115	NNA/115	body	Y	73.3	12.01	tan4	grey	sienna4	Sparse			_			Y		Y									Y		Y																				notAdzera
NNA	N	116	NNA/116	body	Y	137	10.66	salmon3	grey	salmon3	Sparse			_		Y	N		Y									Y		Y														Y						notAdzera
NNA	N	117	NNA/117	body	Y	148.8	15.01	salmon2	grey	salmon3	Sparse			_		Y	Y		Y			Y						Y		Y			Y																	notAdzera
NNA	N	172	NNA/172	body	Y	228	14.34	tan4	dark grey	tan4	Sparse			_		N	N		Y			Y						Y		Y			Y																	notAdzera
NNA	N	185	NNA/185	body	Y	95.8	13.05	salmon3	salmon4	salmon3	Sparse			_		Y	N		Y			Y						Y		Y				Y										Y						notAdzera
NNA	N	234	NNA/234	body	N	74.6	8.47	tan4	salmon3	salmon3	Sparse			_		Y	Y																																	
NNA	Y	225	NNA/225	base	N	494.8	17.82	FIRE	FIRE	FIRE	U			_																																				
NNA	Y	226	NNA/226	base	N	725.5	20	FIRE	FIRE	FIRE	U			_																																				
NNE	N	1	NNE/1	body	N	124.1	12.33	sienna4	salmon4	sienna3	Moderate			_		Y	N																																	
NNF	N	3_4_5	NNF/3_4_5	body	Y	110.5	18.66	salmon4	salmon4	salmon4	Abundant			_		Y								Y															Y		Y									Agarabi
NNG	N	19	NNG/19	body	N	29.4	12.26	sienna4	sienna4	sienna4	Abundant			_		N	N																																	
NNG	N	26	NNG/26	body	N	13.2	9.77	sienna4	sienna4	sienna4	Abundant			_			N																																	
NNG	N	32	NNG/32	body	N	42.7	12.62	sienna4	tan4	tan4	Abundant			_			N																																	
NNG	N	35	NNG/35	body	N	23.7	13.81	salmon4	salmon4	salmon4	Abundant			_			N																																	
NNG	N	6	NNG/6	body	Y	38	11.04	tan4	grey	grey	Moderate			_			N		Y																							Y								AMR
NNG	N	7	NNG/7	body	Y	35.7	12.22	tan1	grey	sienna4	Moderate			_			Y		Y					Y				Y		Y														Y						AMR
NNG	N	8	NNG/8	body	Y	18.7	9.7	sienna3	dark grey	sienna4	Moderate			_			N		Y									Y		Y					Y															AMR
NNG	N	11	NNG/11	body	N	24.7	10.34	salmon4	salmon4	salmon4	Moderate			_		Y	N																																	
NNG	N	14	NNG/14	body	N	29.5	11.26	salmon4	grey	dark grey	Moderate			_			Y																																	
NNG	N	16	NNG/16	body	N	25.9	13.06	sienna3	sienna4	sienna4	Moderate			_		Y	N																																	
NNG	N	17	NNG/17	body	N	29.5	9.32	dark grey	sienna4	sienna4	Moderate			_																																				
NNG	N	18	NNG/18	body	N	8.4	10.28	sienna4	sienna4	sienna4	Moderate			_		Y																																		
NNG	N	20	NNG/20	body	N	34.5	11.4	sienna4	grey	sienna4	Moderate			_			N																																	
NNG	N	21	NNG/21	body	N	35.3	10.84	salmon4	salmon4	salmon4	Moderate			_		Y	N																																	
NNG	N	22	NNG/22	body	N	14.9	12.69	sienna3	sienna3	sienna3	Moderate			_			N																																	
NNG	N	25	NNG/25	body	N	30.9	8.45	salmon4	sienna1	sienna3	Moderate			_		N	Y																																	
NNG	N	27	NNG/27	body	N	8.1	9.97	dark grey	salmon4	sienna3	Moderate			_		N	N																																	
NNG	N	28	NNG/28	body	N	9.1	9.83	salmon4	salmon4	salmon4	Moderate			_																																				
NNG	N	29	NNG/29	body	N	22.3	10.69	tan1	sienna4	sienna4	Moderate			_		Y	N																																	
NNG	N	30	NNG/30	body	N	17.8	10.5	sienna4	dark grey	sienna4	Moderate			_			N																																	
NNG	N	33	NNG/33	body	N	29.5	13.95	sienna4	sienna4	sienna4	Moderate			_		Y																																		
NNG	N	34	NNG/34	body	N	56.8	9.4	dark grey	grey	sienna3	Moderate			_		Y	Y																																	
NNG	N	10	NNG/10	body	Y	11.9	12.26	salmon3	grey	salmon3	Moderate			_					Y					Y			Y			Y					Y				Y											AMR
NNG	N	9	NNG/9	body	Y	16.9	10.6	salmon3	grey	salmon3	Sparse			_			Y		Y					Y				Y		Y											Y									Agarabi
NNG	N	12	NNG/12	body	N	42.4	10.5	sienna3	tan4	tan4	Sparse			_		Y																																		
NNG	N	13	NNG/13	body	N	38.1	11.21	sienna4	sienna4	sienna4	Sparse			_		Y	Y																																	
NNG	N	15	NNG/15	body	N	27.4	9.14	sienna4	sienna4	sienna4	Sparse			_		Y	Y																																	
NNG	N	23	NNG/23	body	N	28.5	11.05	sienna3	sienna1	sienna1	Sparse			_		Y																																		
NNG	N	31	NNG/31	body	N	13.8	8.95	sienna4	sienna4	sienna4	Sparse			_			N																																	
NNH	N	11	NNH/11	body	N	59.6	16.22	tan4	dark grey	dark grey	Abundant			_		N	Y																																	
NNH	N	3	NNH/3	body	Y	21.3	8.56	sienna3	sienna3	sienna3	Moderate			_		Y	N							Y															Y											notAdzera
NNH	N	4	NNH/4	body	Y	11.8	7.01	sienna3	sienna4	sienna3	Moderate			_			Y		Y									Y		Y						Y														AMR
NNH	N	6	NNH/6	body	N	9	11.78	salmon3	salmon3	salmon3	Moderate			_		N	N																																	
NNH	N	8	NNH/8	body	N	23.8	10.16	tan1	tan1	salmon4	Moderate			_																																				
NNH	N	9	NNH/9	body	N	29.3	9.65	tan4	tan4	tan4	Moderate			_																																				
NNH	N	10	NNH/10	body	N	14.1	12.55	salmon3	salmon3	tan4	Moderate			_		N																																		
NNH	N	12	NNH/12	body	N	12	10.9	tan4	sienna4	sienna4	Moderate			_		Y																																		
NNH	N	13	NNH/13	body	N	66.5	14.75	tan4	tan4	tan4	Moderate			_			Y																																	
NNH	N	14	NNH/14	body	N	22.9	10.79	tan4	tan4	salmon3	Moderate			_			Y																																	
NNH	N	15	NNH/15	body	N	9.4	7.98	dark grey	dark grey	dark grey	Moderate			_		Y																																		
NNH	N	16	NNH/16	body	N	63.2	9.5	sienna3	sienna4	sienna4	Moderate			_																																				
NNH	N	7	NNH/7	body	N	22	8.64	sienna1	sienna1	sienna1	Sparse			_		Y	Y																																	
NNI	N	3	NNI/3	body	N	8.4	11.41	sienna4	sienna4	sienna4	Moderate			_		N	N																																	
NNJ	N	7	NNJ/7	body	Y	40	11.13	salmon4	dark grey	sienna3	Moderate			_			N		Y								Y			Y					Y															AMR
NNJ	N	8	NNJ/8	body	Y	13.4	7.96	dark grey	salmon3	salmon3	Moderate			_			N		Y					Y			Y			Y					Y					Y										AMR
NNJ	N	9	NNJ/9	body	Y	5.4	6.6	sienna4	sienna4	sienna3	Moderate			_				Y																									Y							Adzera
NNJ	N	11	NNJ/11	body	N	37.2	12.43	sienna4	salmon3	tan1	Moderate			_		Y	N																																	
NNJ	N	12	NNJ/12	body	N	72	12.78	sienna4	salmon3	salmon3	Moderate			_			N																																	
NNJ	N	13	NNJ/13	body	N	33.3	9.84	sienna4	tan1	sienna4	Moderate			_		Y																																		
NNJ	N	14	NNJ/14	body	N	32.8	12.56	sienna1	salmon4	sienna4	Moderate			_																																				
NNJ	N	15	NNJ/15	body	N	56.1	12.31	tan1	dark grey	dark grey	Moderate			_			N																																	
NNJ	N	17	NNJ/17	body	N	19.3	7.23	sienna4	sienna4	sienna4	Moderate			_		Y	Y																																	
NNJ	N	19	NNJ/19	body	N	39.4	10.27	sienna4	dark grey	salmon2	Moderate			_		Y	N																																	
NNJ	N	20	NNJ/20	body	N	86.6	11.02	sienna4	sienna4	sienna4	Moderate			_			Y																																	
NNJ	N	21	NNJ/21	body	N	32.2	10.92	sienna3	sienna4	tan1	Moderate			_																																				
NNJ	N	22	NNJ/22	body	N	13.3	7.37	dark grey	sienna4	sienna3	Moderate			_		N	N																																	
NNJ	N	23	NNJ/23	body	N	16.3	11.98	sienna4	sienna4	sienna4	Moderate			_			Y																																	
NNJ	N	10	NNJ/10	body	N	41.8	10.16	sienna4	tan1	tan1	Sparse			_			Y																																	
NNJ	N	16	NNJ/16	body	N	11	7.01	sienna4	sienna4	sienna4	Sparse			_		Y	Y																																	
NNJ	N	18	NNJ/18	body	N	9.2	8.13	sienna4	sienna4	sienna4	Sparse			_		Y	N																																	
NNQ	N	2	NNQ/2	body	N	43.8	16.27	salmon3	salmon4	salmon4	Abundant			_		N	N																																	
NNQ	N	3	NNQ/3	body	N	27.9	8.85	sienna3	sienna3	sienna3	Abundant			_		Y	N																																	
NNQ	N	4	NNQ/4	body	N	22.7	9.87	tan1	tan4	tan4	Moderate			_		Y	N																																	
NNQ	N	5	NNQ/5	body	N	18	9	salmon3	tan4	grey	Moderate			_		N	N																																	
NNQ	N	6	NNQ/6	body	N	14.3	11.77	salmon4	sienna1	salmon4	Moderate			_		N	N																																	
NNQ	N	7	NNQ/7	body	N	9.7	8.29	salmon3	salmon3	salmon3	Moderate			_		Y	N																																	
NNQ	N	9	NNQ/9	body	N	5	8.25	grey	sienna1	grey	Moderate			_																																				
NNQ	N	10	NNQ/10	body	N	9.8	15.74	salmon3	salmon3	salmon3	Moderate			_		N	N																																	
NNQ	N	8	NNQ/8	body	N	14.8	9.55	salmon3	salmon3	salmon3	Sparse			_																																				
NNR	N	4	NNR/4	body	N	18.3	11.93	sienna4	salmon3	salmon4	Abundant			_		Y	N																																	
NNR	N	3	NNR/3	body	N	16	7.5	sienna4	sienna3	sienna3	Sparse			_		Y	Y																																	
NNX	N	1	NNX/1	body	Y	492.8	21.64	salmon3	salmon3	salmon3	Moderate			_		N	N					Y										Y																		Adzera
NOQ	N	61	NOQ/61	body	N	10.2	9.51	salmon4	salmon4	salmon4	Moderate			_		Y	Y																																	
NOQ	N	62	NOQ/62	body	N	13.7	8.93	sienna4	salmon4	sienna3	Moderate			_			Y																																	
NOQ	N	68	NOQ/68	body	N	32.6	14.07	dark grey	salmon4	salmon3	Moderate			_		Y	N																																	
NOQ	N	69	NOQ/69	body	N	10.7	7.87	tan4	dark grey	tan4	Moderate			_			Y																																	
NOQ	N	83	NOQ/83	body	N	2.6	8.03	sienna4	salmon4	sienna4	Moderate			_																																				
NOQ	N	89	NOQ/89	body	N	7.2	7.56	sienna4	salmon4	sienna4	Moderate			_			Y																																	
NOQ	N	91	NOQ/91	body	N	4.5	7.35	salmon4	salmon3	salmon4	Moderate			_		Y																																		
NOQ	N	96	NOQ/96	body	N	7.2	7.52	tan4	dark grey	dark grey	Moderate			_																																				
NOQ	N	63	NOQ/63	body	N	30.3	13.7	tan1	dark grey	tan4	Sparse			_																																				
NOQ	N	64	NOQ/64	body	N	8	10.46	tan4	dark grey	tan1	Sparse			_																																				
NOQ	N	65	NOQ/65	body	N	26.6	10.26	tan1	dark grey	tan4	Sparse			_		Y	N																																	
NOQ	N	66	NOQ/66	body	N	17	13.06	tan4	dark grey	tan4	Sparse			_		Y																																		
NOQ	N	67	NOQ/67	body	N	7	9.68	tan1	dark grey	tan4	Sparse			_		Y	Y																																	
NOQ	N	70	NOQ/70	body	N	26.1	13.8	tan1	sienna1	tan1	Sparse			_		Y	Y																																	
NOQ	N	71	NOQ/71	body	N	21.8	12.72	sienna3	sienna4	tan1	Sparse			_																																				
NOQ	N	72	NOQ/72	body	N	14.9	9.22	tan1	dark grey	dark grey	Sparse			_		Y																																		
NOQ	N	73	NOQ/73	body	N	14.2	8.22	sienna4	sienna3	dark grey	Sparse			_			Y																																	
NOQ	N	74	NOQ/74	body	N	37.8	13.93	sienna4	sienna4	tan1	Sparse			_		Y	N																																	
NOQ	N	75	NOQ/75	body	N	28.1	9.16	tan4	tan4	tan1	Sparse			_		Y	N																																	
NOQ	N	76	NOQ/76	body	N	7	11.32	tan1	dark grey	tan1	Sparse			_		Y																																		
NOQ	N	77	NOQ/77	body	N	3.9	8.64	tan1	tan1	tan4	Sparse			_		Y	Y																																	
NOQ	N	78	NOQ/78	body	N	44.2	12.18	tan1	tan4	tan4	Sparse			_		Y	N																																	
NOQ	N	79	NOQ/79	body	N	47	12.37	tan	tan	tan	Sparse			_		Y	Y																																	
NOQ	N	80	NOQ/80	body	N	5.3	4.81	dark grey	dark grey	dark grey	Sparse			_		Y	Y																																	
NOQ	N	81	NOQ/81	body	N	21.3	9.86	tan4	dark grey	dark grey	Sparse			_																																				
NOQ	N	82	NOQ/82	body	N	40.2	12.4	tan	dark grey	tan	Sparse			_		Y																																		
NOQ	N	84	NOQ/84	body	N	18.6	9.31	tan1	dark grey	dark grey	Sparse			_		Y	N																																	
NOQ	N	85	NOQ/85	body	N	5.4	7.28	tan4	dark grey	tan4	Sparse			_		Y	Y																																	
NOQ	N	86	NOQ/86	body	N	22.5	9.64	tan1	dark grey	tan1	Sparse			_		Y	Y																																	
NOQ	N	87	NOQ/87	body	N	15.8	9.59	tan1	dark grey	dark grey	Sparse			_		Y	Y																																	
NOQ	N	88	NOQ/88	body	N	4.5	6.59	tan1	dark grey	dark grey	Sparse			_		Y																																		
NOQ	N	90	NOQ/90	body	N	18.9	11.4	tan1	dark grey	dark grey	Sparse			_		Y	N																																	
NOQ	N	92	NOQ/92	body	N	8.4	9.26	tan1	dark grey	dark grey	Sparse			_			Y																																	
NOQ	N	93	NOQ/93	body	N	9.6	8.67	tan1	sienna4	dark grey	Sparse			_			Y																																	
NOQ	N	94	NOQ/94	body	N	6	5.38	tan1	dark grey	tan4	Sparse			_		Y	Y																																	
NOQ	N	95	NOQ/95	body	N	19.1	13.98	tan4	tan4	dark grey	Sparse			_		Y	N																																	
NOQ	N	97	NOQ/97	body	N	16.8	12.32	tan1	dark grey	tan1	Sparse			_		Y	N																																	
NOQ	N	70S	NOQ/70S	body	N	13.4	11.02	tan4	dark grey	tan4	Sparse			_		Y	N																																	
NOQ	Y	49	NOQ/49	body	Y	5	7.49	FIRE	FIRE	FIRE	U			_			Y						Y			Y					Y																		Y	Adzera
NOQ	Y	50	NOQ/50	body	Y	29.8	9.86	FIRE	FIRE	FIRE	U			_						Y			Y			Y		Y			Y														Y				Y	Adzera
NOQ	Y	51	NOQ/51	body	Y	15.4	7.19	FIRE	FIRE	FIRE	U			_			Y			Y	Y		Y								Y												Y		Y					Adzera
NOQ	Y	52	NOQ/52	body	Y	32.5	15.51	FIRE	FIRE	FIRE	U			_			N			Y	Y																						Y		Y					Adzera
NOQ	Y	53	NOQ/53	body	Y	26.5	13.6	FIRE	FIRE	FIRE	U			_			Y			Y																										Y				Adzera
NOQ	Y	54	NOQ/54	body	Y	91.6	15.48	FIRE	FIRE	FIRE	U			_		Y	Y			Y																										Y				Adzera
NOQ	Y	55	NOQ/55	body	Y	20	11.05	FIRE	FIRE	FIRE	U			_			Y			Y			Y								Y																			Adzera
NOQ	Y	104	NOQ/104	body	Y	53.4	9.44	FIRE	FIRE	FIRE	U			_						Y			Y			Y					Y														Y				Y	Adzera
NOQ	Y	105	NOQ/105	body	Y	30.6	15.48	FIRE	FIRE	FIRE	U			_			N			Y	Y		Y				Y				Y												Y		Y					Adzera
NOQ	Y	106	NOQ/106	body	Y	53.1	10.39	sienna1	FIRE	sienna1	U			_			Y			Y			Y			Y	Y				Y														Y				Y	Adzera
NOT	N	4	NOT/4	body	Y	37.7	10.3	salmon4	salmon4	salmon3	Abundant			_			N							Y		Y													Y									Y		notAdzera
NOT	N	3	NOT/3	body	Y	32.5	8.79	salmon4	salmon4	salmon3	Moderate			_			N					Y				Y							Y															Y		notAdzera
NOT	N	7	NOT/7	body	N	149.2	11.38	salmon3	salmon3	salmon3	Moderate			_			N																																	
NOT	N	8	NOT/8	body	N	20.6	8.89	sienna3	sienna3	sienna3	Moderate			_		Y																																		
NOT	N	10	NOT/10	body	N	24.1	8.78	sienna3	salmon4	sienna3	Moderate			_		N	N																																	
NOT	N	11	NOT/11	body	N	25.8	9.83	sienna4	sienna1	sienna4	Moderate			_		Y	N																																	
NOT	N	12	NOT/12	body	N	8.3	9.7	sienna4	sienna4	sienna4	Moderate			_																																				
NOT	N	13	NOT/13	body	N	16.8	8.66	dark grey	dark grey	dark grey	Moderate			_			N																																	
NOT	N	1	NOT/1	body	Y	28.8	9.42	sienna4	salmon4	sienna4	Moderate			_			N					Y			Y							Y							Y											notAdzera
NOT	N	2	NOT/2	body	Y	40.2	9.68	sienna4	salmon3	salmon3	Moderate			_			N					Y			Y							Y							Y											notAdzera
NOU	N	1	NOU/1	body	Y	61.9	11.09	salmon3	salmon3	salmon3	Moderate			_								Y			Y	Y						Y																Y		notAdzera
NOU	N	2	NOU/2	body	N	18.9	9.17	sienna4	dark grey	dark grey	Moderate			_																																				
NOU	N	3	NOU/3	body	N	4.8	4.51	sienna4	dark grey	dark grey	Moderate			_																																				
NOV	N	2	Nov-02	body	N	44.7	10.39	salmon3	sienna4	sienna4	Abundant			_		N	N																																	
NOV	N	8	Nov-08	body	N	137.4	21.76	sienna4	sienna4	sienna4	Abundant			_			N																																	
NOV	N	1	Nov-01	body	Y	54.7	8.97	sienna4	salmon3	sienna4	Moderate			_			N					Y													Y															
NOV	N	3	Nov-03	body	N	18.7	10.7	sienna4	sienna4	salmon3	Moderate			_																																				
NOV	N	4	Nov-04	body	N	17.1	10.86	sienna4	sienna4	sienna3	Moderate			_			Y																																	
NOV	N	5	Nov-05	body	N	24.7	10.4	sienna3	salmon4	salmon4	Moderate			_			N																																	
NOV	N	6	Nov-06	body	N	31.7	12.04	sienna3	sienna3	sienna3	Moderate			_																																				
NOV	N	7	Nov-07	body	N	28.4	10.7	sienna4	salmon3	salmon3	Moderate			_			Y																																	
NOV	N	9	Nov-09	body	N	125.3	13.76	sienna4	sienna4	sienna4	Moderate			_		N	N																																	
NOV	N	11	Nov-11	body	N	76.9	11.24	sienna4	sienna4	sienna4	Moderate			_		Y	N																																	
NOV	N	12	Nov-12	body	N	20.9	10.9	salmon3	salmon3	salmon3	Moderate			_			N																																	
NOV	N	13	Nov-13	body	N	9.5	6.64	tan4	tan4	tan4	Moderate			_		N																																		
NOV	N	14	Nov-14	body	N	17.8	8.16	sienna4	salmon3	salmon3	Moderate			_			N																																	
NOX	N	1	NOX/1	body	Y	104.4	14.18	dark grey	salmon4	sienna3	Abundant			_			Y							Y															Y		Y									Agarabi
NOX	N	2	NOX/2	body	Y	16.6	9.37	sienna4	sienna3	sienna4	Moderate			_		Y	Y					Y			Y		Y			Y		Y							Y											
NTQ	N	1	NTQ/1	body	N	10.2	5.46	dark grey	dark grey	dark grey	Sparse			_		N	N																																	
NVF	N	3	NVF/3	base	N	158.9	17.23	dark grey	dark grey	dark grey	Moderate			_		Y	N																																	
NVF	N	4	NVF/4	body	N	98.5	14.69	sienna4	sienna4	sienna4	Moderate			_		N	N																																	
NVM	N	1	NVM/1	body	Y	266	15.54	salmon4	salmon4	salmon4	Moderate			_		Y	N					Y																				Y								AMR
NVW	N	1	NVW/1	body	Y	52.9	18.86	tan4	salmon3	tan4	Moderate			_			Y		Y					Y													Y		Y											Agarabi
NWO	N	7	NWO/7	body	Y	20.8	8.91	tan1	tan1	dark grey	Moderate			_			Y		Y					Y			Y			Y									Y		Y									Agarabi
NWO	N	8	NWO/8	body	N	14.4	8.22	tan4	dark grey	tan4	Moderate			_			Y																																	
NWO	N	9	NWO/9	body	N	22	9.96	tan4	tan4	tan4	Moderate			_			N																																	
NDO	N	138	NDO/138	rim	Y	56.6	8.8	dark grey	dark grey	dark grey	Sparse	A	A	A_A	10	Y									Y														Y											Adzera
NDO	N	139	NDO/139	rim	Y	75.5	10.11	dark grey	dark grey	tan4	Sparse	A	A	A_A	10.5	Y	Y								Y														Y											Adzera
NDO	N	149	NDO/149	rim	Y	89.7	12.38	salmon4	dark grey	sienna3	Sparse	A	A	A_A	10	Y	Y			Y			Y		Y					Y									Y							Y				Adzera
NKC	N	14	NKC/14	rim	Y	46.4	11.13	sienna4	dark grey	dark grey	Sparse	A	A	A_A	12.5	Y	Y								Y															Y										Adzera
NKD	N	38_43	NKD/38_43	rim	Y	170	10.55	tan4	tan4	tan4	Sparse	A	A	A_A	12.5		Y						Y		Y														Y											Adzera
NKD	N	39_40_41_42	NKD/39_40_41_42	rim	Y	189.9	10.18	tan4	sienna4	tan4	Sparse	A	A	A_A	13		Y						Y		Y						Y								Y	Y										Adzera
NLO	N	5	NLO/5	rim	Y	33.6	8.77	tan1	dark grey	tan1	Sparse	A	A	A_A	7	Y	Y	Y																									Y							Adzera
NLO	N	10	NLO/10	rim	Y	10.1	8.36	tan1	dark grey	tan1	Sparse	A	A	A_A	NA									Y															Y											Adzera
NLQ	N	3	NLQ/3	rim	Y	70.4	11.58	sienna3	grey	tan1	Sparse	A	A	A_A	NA	Y	Y						Y								Y											Y								Adzera
NLQ	N	5	NLQ/5	rim	Y	221.2	11.63	salmon4	salmon4	sienna3	Sparse	A	A	A_A	NA		Y			Y	Y				Y															Y			Y		Y					Adzera
NLQ	N	17	NLQ/17	rim	Y	25.5	7.17	salmon3	dark grey	salmon3	Sparse	A	A	A_A	NA	Y	Y						Y	Y			Y				Y									Y										Adzera
NLQ	N	19	NLQ/19	rim	Y	256.7	13.12	sienna4	sienna4	sienna4	Sparse	A	A	A_A	10.5	Y	Y			Y	Y		Y	Y															Y				Y		Y					Adzera
NLQ	N	6_9	NLQ/6_9	rim	Y	66.1	9.21	salmon2	dark grey	salmon2	Sparse	A	A	A_A	8.5		Y			Y			Y								Y																			Adzera
NLX	N	9	NLX/9	rim	Y	20.8	11.14	tan1	salmon4	tan1	Sparse	A	A	A_A	NA	Y	Y			Y																									Y					Adzera
NLX	N	7	NLX/7	rim	Y	45.8	12.64	sienna3	sienna3	sienna3	Sparse	A	A	A_A	9	Y	Y						Y				Y				Y																			Adzera
NLX	N	11	NLX/11	rim	Y	227.7	11.96	sienna1	sienna1	sienna1	Sparse	A	A	A_A	14		N			Y				Y																Y					Y					Adzera
NLX	N	13	NLX/13	rim	Y	109.1	10.87	sienna1	dark grey	sienna4	Sparse	A	A	A_A	12	N	Y	Y		Y				Y																Y			Y		Y					Adzera
NLX	N	20	NLX/20	rim	Y	106	10.62	dark grey	dark grey	dark grey	Sparse	A	A	A_A	11		Y			Y	Y			Y																Y			Y		Y					Adzera
NME	N	4	NME/4	rim	Y	8.2	6.95	tan1	dark grey	tan1	Sparse	A	A	A_A	NA		Y								Y																									Adzera
NME	N	5	NME/5	rim	Y	21.8	6.34	dark grey	dark grey	tan4	Sparse	A	A	A_A	7	Y	Y					Y					Y			Y																				Adzera
NME	N	6	NME/6	rim	Y	49.7	7.43	tan1	grey	tan1	Sparse	A	A	A_A	12							Y	Y				Y				Y			Y																Adzera
NNA	N	26	NNA/26	rim	Y	108.7	12.17	salmon3	grey	dark grey	Moderate	A	I	A_I	12	N	Y		Y									Y		Y																				AMR
NDO	N	153	NDO/153	rim	Y	142.3	11.09	tan4	grey	tan4	Sparse	A	NA	A_NA	NA	Y	Y						Y		Y									Y					Y											Adzera
NLQ	N	4	NLQ/4	rim	Y	334	14.17	sienna4	sienna4	salmon3	Sparse	A	NA	A_NA	NA	Y	Y			Y			Y	Y							Y									Y					Y					Adzera
NNJ	N	6	NNJ/6	rim	Y	89.9	8.6	sienna4	tan4	sienna3	Sparse	A	NA	A_NA	NA	Y	Y							Y																Y										Adzera
NOT	N	9	NOT/9	rim	N	26.2	9.29	salmon3	salmon3	salmon3	Moderate	A	NA	A_NA	8																																			notAdzera
NIC	N	52	NIC/52	rim	N	108.6	10.96	sienna1	tan4	tan4	Abundant	A	R	A_R	8																																			notAdzera
NOV	N	10	Nov-10	rim	Y	29.9	11.51	sienna3	salmon4	sienna4	Moderate	A	R	A_R	8							Y			Y			Y				Y																		notAdzera
NLX	N	2	NLX/2	rim	Y	42.5	8.18	sienna4	sienna3	tan4	Sparse	A	T	A_T	12.5	Y	Y						Y								Y											Y								Adzera
NLX	N	10	NLX/10	rim	Y	90.8	11.83	sienna1	sienna1	sienna1	Sparse	A	T	A_T	10		Y			Y	Y			Y																Y			Y		Y					Adzera
NLX	N	17	NLX/17	rim	Y	14.5	10.36	sienna4	sienna4	sienna4	Sparse	A	T	A_T	NA	Y							Y		Y																									Adzera
NNA	N	82	NNA/82	rim	Y	270.6	14.09	salmon3	salmon4	salmon3	Moderate	A	T	A_T	12				Y									Y		Y				Y	Y															AMR
NNA	N	90	NNA/90	rim	Y	32.8	9.6	tan1	salmon3	salmon3	Moderate	A	T	A_T	NA	Y			Y											Y																				AMR
NMH	N	2	NMH/2	rim	N	12.2	8.2	tan1	tan1	tan1	Abundant	D	D	D_D	NA		N																																	
NNA	N	9	NNA/9	rim	Y	105	12.73	sienna4	salmon3	salmon3	Moderate	D	I	D_I	12	Y			Y			Y						Y		Y				Y																notAdzera
NME	N	1	NME/1	rim	Y	127.9	15.16	tan1	dark grey	tan1	Sparse	D	R	D_R	6.5		N									Y																								notAdzera
