"length"	"Na"	"Mg"	"Al"	"Si"	"K"	"Ca"	"Ti"	"V"	"Cr"	"Mn"	"Fe"	"Co"	"Ni"	"Cu"	"Zn"	"As"	"Rb"	"Sr"	"Y"	"Zr"	"Nb"	"Ba"	"La"	"Ce"	"Nd"	"Sm"	"Gd"	"Dy"	"Er"	"Yb"	"Hf"	"Pb"	"Th"	"U"
5.018965	3700.65958132348	8257.70239031489	117793.532904888	272027.077700448	76054.6476917406	3178.88672652319	4472.06556161691	197.72530998301	13.9015737841544	425.692434982521	49135.0237141104	19.0921528121925	17.0520208822978	97.9964447233188	87.7412242812659	3.73607197285134	218.014407040263	342.393461425641	9.58167309629155	6.97225313616583	5.3439229672713	916.543845683339	14.7017917233582	37.5133938796792	14.1525229354257	2.91661473872967	2.03987155787741	1.61581761287014	0.567527061456466	1.93388101125209	0.390063475284926	26.675748593029	6.43717316229512	1.33185102989534
5.0443155	5454.23900109418	5647.8790801473	108719.922020749	302461.726394922	66747.8246086898	2617.62233852138	2546.08176276743	151.482650761472	9.40799037187173	770.433995363086	26839.7502037179	15.4937897599653	12.5953393630233	52.2644649527737	54.8296914987326	2.45658114931941	218.250400795037	387.23780939173	5.6876434857098	4.02231657292531	3.85568908531528	947.763919138353	680.483234881225	33.7572114078564	8.33503625290579	1.54327164467201	1.38906059824825	1.09283206162372	0.399916608554849	1.24248966753217	0.222282359099339	25.9226918713903	3.85519026235898	1.02211814447042
5.0696615	6141.32209871104	2629.35817585747	103408.932154585	297097.529861374	92241.8529589697	1923.62500832726	2190.1130930731	84.658903082365	5.65511649482717	392.931798769428	25105.9964842212	14.0944261677629	71.2855785536234	54.3921471072684	50.4722372102151	1.46819554720083	279.316668777131	446.018554322373	3.42006518198718	3.93038075127826	2.26397326376803	1065.12829105956	7.78069238589516	25.6369156957804	4.94253158329722	0.936521873552768	0.55052497503566	0.425217053410453	0.336699140995968	0.464915632428932	0.398557696602852	36.4174221491082	3.00404533701707	1.33335142466057
5.095012	7317.53672359181	2292.26795431089	88609.7092522625	317723.447819067	95189.9586315007	1397.70381809617	1254.88201381189	95.407061431144	22.7843370462476	240.087439567629	12540.5536403317	4.80274030009653	7.42213269264798	35.4823270035548	28.2641962123514	1.56843913495221	265.102123302655	384.087032386955	2.34926863100897	3.56316033496576	1.95178100272875	1017.99549581916	4.79240699773406	12.970954523944	3.79293038426607	0.833717100554509	0.280049337604747	0.512148121674621	0.233128220531272	0.672562489273965	0.378461387041099	21.3042730691597	2.43733111779604	0.746347282873751
5.120362	7731.00603062152	801.285605998213	90490.8391902262	314528.613526949	92542.9128386053	1030.29307084895	826.341798785471	61.6770962433261	3.71669142798477	230.111795844204	19198.3671595092	7.88076569871694	18.2993151509999	28.0363330963251	18.3026685656787	0.52671087066295	294.593269955884	403.689758490337	1.96660638076303	3.9780585320899	1.79531830181258	1128.3727387037	3.79652018869288	26.7472339592885	2.68997473760795	0.30542646823476	0.246873542751704	0.291632035816003	0.184539656374514	0.416972821809247	0.166810979227973	26.5043906035432	4.7879802268646	1.22052074311188
5.1457175	7973.83750684427	813.742460826356	107185.566966136	285657.112113795	129440.672161194	1197.87111470305	958.716732764701	58.6059939550824	3.83634427305923	267.33961467109	8430.12773376749	5.08820296032416	4.46133756551644	36.8804074129997	14.5210526439372	1.13547892506928	303.334794362346	478.247295458291	1.65253780842461	3.41603263193425	1.28995592208198	1289.93221239411	3.68107930520601	67.5122565686468	2.50404438675531	0.493826884697572	0.266101838778593	0.314346446818053	0.198912938751874	0.224723041810026	0.15411691240014	35.3171462698729	3.6459811391661	4.45593075757227
5.171063	10621.9499134023	1118.78243417995	102719.134388427	301039.709784875	104393.118523826	1125.40439174173	1625.45258337466	40.1116791835942	3.14914464954524	303.746130392515	8806.11091197126	11.2127954981664	4.26070604253816	35.2322755568149	44.9040351992024	0.840421719388419	256.187001622037	522.313375369831	1.80817221247745	2.59694319421098	0.977442851710954	1353.72800831774	4.47437235083514	20.4808244955928	2.27604016513452	0.771634840564343	0.187575782168089	0.214764701054784	0.196300631680409	0.498991478761382	0.177442080672482	31.8644135066084	6.42470604699876	13.1880873951815
5.1964135	7554.21397000769	806.698483365346	96471.460005835	283761.643338158	141723.86040556	1591.99129385447	450.058174083968	69.3215850181714	3.33418367078564	387.702288613846	15519.1796381634	10.9086630362923	9.04718974043132	46.6539362453387	29.6064927019389	1.39400336832027	296.135330747239	519.811015968066	2.62918961035054	1.86547675543433	0.678634476083477	1292.72484556516	5.73998841486436	22.8777989856725	3.23610254812514	0.606261994206132	0.14934139922614	0.261233666732502	0.177599801049728	4.41485672185043	0.126136617307103	33.021346426894	10.9574569063878	22.6478409784494
5.2217695	7763.55126859613	1133.03197644071	100281.515846622	299578.715307204	109410.275678617	1079.74588168383	1189.58062350384	44.4229603715358	3.05971286397145	295.664801325882	13214.3072565807	6.67849914959582	5.8963242727101	33.0045265343411	38.7392647715323	2.90758118707674	324.463359661091	531.36206166707	1.15892697890577	1.26712081638109	0.613352878718208	1286.84774148335	9.455144697839	19.0878119631015	3.88116845251519	0.547948881748339	0.350426081523793	0.198131344922243	0.148169928032387	0.172627642557841	0.0263085581179695	26.5911341985426	11.0534915222855	19.0311009879335
5.24712	6919.56229840356	1263.87910169479	94662.5294841658	308418.66879707	98991.4056406298	1147.82653535668	533.302450520151	38.6079137777574	3.28181018011086	270.789986999747	17513.7672114358	7.56269603161064	5.2527880157491	26.1500570335386	32.4410007155373	1.68015034689728	287.605710283523	513.958321674727	1.22249483929741	1.44385057677108	1.86346057837648	1407.71121108087	15.5644596352929	29.8822603862168	4.58330066932282	0.649518126173009	0.299995697148495	0.214673567185569	0.107026565842077	0.332517828381198	0.506775417462594	28.5100226928543	8.15821275556204	12.416540526418
5.2724705	7169.39349633092	1301.91373440669	98255.0700918447	306814.212297239	107749.253840947	828.415498150615	935.073387914541	38.5986863871483	4.3419401817233	464.609926616002	7040.42239339972	3.97176059776625	11.5585261914564	121.111950541443	39.670153480475	1.12565745018255	313.175198312919	481.603311584086	1.69168527099323	1.12277479127804	0.981883322673394	1467.48633325302	19.0931502736526	41.190450111585	5.19427378249017	0.53035281324104	0.188427928984157	0.191768830397948	0.0717053288394658	0.111389189533832	0.0763914705543366	28.8992702520689	5.70229802945254	6.50493029760009
